 numero_reimpresiones, puntos_vta1anio_total, materia3, tirada, ejemplares_distribuidos_en_novedad, obsequios, pvp, reimpresiones, editorial, materia2, encuadernacion, venta_total, semanas_venta, coleccion, puntos_vta_total, materia1
795,14,,1091,62,0,   12.98,6,UDLW06,,,34,134,UDLW06007,32,
216,13,,758,43,0,   12.50,9,UDLW06,,,17,133,UDLW06007,21,
246,16,,896,45,0,   12.02,5,UDLW06,,,3,133,UDLW06007,22,
18,120,,618,460,6,   12.50,3,UDLW06,,2,128,103,UDLW06007,128,152
6,156,,624,430,7,   14.42,2,UDLW06,,2,141,63,UDLW06007,157,19
116,9,,136,14,0,    9.62,6,UDLW06,,,4,133,UDLW06008,14,
111,9,,131,14,0,    9.62,6,UDLW06,,,1,135,UDLW06008,14,
76,9,,106,13,0,    9.62,6,UDLW06,,,3,133,UDLW06008,13,
106,8,,156,30,0,    9.62,6,UDLW06,,,2,133,UDLW06008,12,
97,9,,127,13,0,    9.62,6,UDLW06,,,2,133,UDLW06008,13,
81,11,,121,33,0,   12.50,8,UDLW06,,,5,133,UDLW06008,14,
79,9,,219,32,0,    9.62,5,UDLW06,,,0,135,UDLW06008,14,
98,12,,218,38,0,   13.46,8,UDLW06,,,20,135,UDLW06008,18,93
65,13,,105,42,0,   13.46,8,UDLW06,,,21,135,UDLW06008,23,93
185,115,,1645,827,6,    9.62,4,UDLW06,,3,301,130,UDLW06009,248,15
64,130,,1064,809,6,    9.62,3,UDLW06,,3,358,115,UDLW06009,157,152
6,185,,1083,634,8,    9.62,2,UDLW06,19,3,293,64,UDLW06009,193,152
12,229,,1056,710,8,    9.62,1,UDLW06,19,3,455,64,UDLW06009,238,152
17,127,,1097,539,7,    9.62,2,UDLW06,19,3,201,58,UDLW06009,131,152
11,24,,524,62,1,   11.54,2,UDLW06,,2,60,140,UDLW06010,37,93
44,23,,557,60,1,   11.54,4,UDLW06,,2,39,141,UDLW06010,35,93
47,16,,57,29,1,   11.54,3,UDLW06,,,27,127,UDLW06010,23,
11,53,,505,187,5,   11.54,2,UDLW06,,2,119,141,UDLW06010,66,93
40,94,,440,379,4,   12.50,2,UDLW06,2334,2,276,137,UDLW06010,108,15
22,125,,582,320,6,   12.50,2,UDLW06,,2,143,99,UDLW06010,140,93
160,92,,460,306,4,   12.50,3,UDLW06,,2,121,130,UDLW06010,109,15
27,100,,551,388,5,   12.50,2,UDLW06,,2,257,114,UDLW06010,160,152
57,84,,457,309,4,    9.62,4,UDLW06,2334,3,293,138,UDLW06010,104,15
229,91,,569,308,4,    9.62,3,UDLW06,2334,3,121,130,UDLW06010,107,15
15,98,,555,336,5,    9.62,1,UDLW06,,3,365,115,UDLW06010,114,152
25,127,,625,281,6,    9.62,2,UDLW06,,3,104,99,UDLW06010,138,93
7,139,,487,323,7,   12.50,1,UDLW06,152,2,268,89,UDLW06010,157,15
10,132,,522,315,7,    9.62,2,UDLW06,152,3,181,89,UDLW06010,145,15
20,86,,500,294,7,   12.50,1,UDLW06,152,2,349,89,UDLW06010,100,15
5,132,,521,299,6,    9.62,1,UDLW06,152,3,204,84,UDLW06010,143,15
14,136,,510,333,6,    9.62,1,UDLW06,152,3,215,84,UDLW06010,149,15
8,135,,488,296,6,   12.50,1,UDLW06,152,2,122,84,UDLW06010,144,15
10,144,,538,303,5,    9.62,1,UDLW06,19,3,136,64,UDLW06010,146,152
8,141,,531,297,5,    9.62,1,UDLW06,19,3,191,64,UDLW06010,145,152
400,109,,940,284,5,    9.62,1,UDLW06,19,3,303,58,UDLW06010,112,152
9,94,,549,275,5,    9.62,1,UDLW06,19,3,169,58,UDLW06010,94,152
30,136,242,545,356,7,   12.50,2,UDLW06,241,2,128,62,UDLW06011,137,19
32,237,,2816,1778,10,   17.31,7,UDLW07,,3,601,140,UDLW07002,244,112
1482,195,,4362,1434,6,   17.31,9,UDLW07,,3,178,137,UDLW07002,198,112
66,113,,3054,1247,7,   18.27,9,UDLW07,,3,118,129,UDLW07002,116,112
0,96,,1019,454,6,   16.30,0,UDLW08,,3,65,129,UDLW08001,99,111
0,98,,995,449,6,   14.38,0,UDLW08,,3,78,129,UDLW08001,102,111
0,92,,541,297,6,   14.38,0,UDLW08,,3,54,132,UDLW08001,96,111
0,142,,1048,576,13,   19.23,0,UDLW08,,3,393,100,UDLW08002,152,131
0,129,,1540,772,7,   15.38,0,UDLW09,,2,393,137,UDLW09001,158,15
0,166,,1540,876,7,   14.42,0,UDLW09,,2,953,138,UDLW09001,243,15
0,114,,1350,664,8,   11.54,0,UDLW09,,2,247,133,UDLW09001,130,15
0,102,,1350,938,16,   11.54,0,UDLW09,,2,202,134,UDLW09001,120,15
940,259,,2290,1495,19,   15.38,2,UDLW09,,2,1225,115,UDLW09001,379,15
60,83,,1295,553,6,   14.42,1,UDLW09,,2,203,111,UDLW09001,90,15
3,254,,1353,1064,8,   17.31,1,UDLW09,,2,530,98,UDLW09001,284,15
0,153,,1350,742,7,   13.46,0,UDLW09,,2,208,92,UDLW09001,169,15
0,273,,1034,707,8,   15.38,0,UDLW09,,2,304,88,UDLW09001,287,15
0,255,,1357,723,9,   17.31,0,UDLW09,,2,668,68,UDLW09001,267,15
0,228,,1350,747,7,   11.54,0,UDLW09,,2,259,64,UDLW09001,239,15
0,219,,1350,722,7,   11.54,0,UDLW09,,2,219,64,UDLW09001,228,15
900,145,,2250,740,7,    9.62,1,UDLW09,,3,1271,136,UDLW09002,195,14
0,139,,1321,768,6,    9.62,0,UDLW09,,3,486,111,UDLW09002,201,14
0,136,,1350,650,8,    9.62,0,UDLW09,,3,311,95,UDLW09002,196,14
0,172,,1350,678,7,    9.62,0,UDLW09,,3,399,61,UDLW09002,179,15
