 numero_reimpresiones, puntos_vta1anio_total, materia3, tirada, ejemplares_distribuidos_en_novedad, obsequios, pvp, reimpresiones, editorial, materia2, encuadernacion, venta_total, semanas_venta, coleccion, puntos_vta_total, materia1
4,431,,3081,2731,8,   17.31,3,UDL987,112,3,1304,153,UDL987004,435,117
0,161,,813,475,6,   28.80,0,UDL987,112,3,392,149,UDL987004,165,117
2,256,,2522,1772,8,   17.31,2,UDL987,,2,818,162,UDL987004,276,117
42,208,116,3032,1556,2,   16.35,3,UDL987,1111,3,373,88,UDL987000,208,111
0,143,,2930,1108,8,   17.31,0,UDL986,,3,172,180,UDL986015,157,92
0,362,,2900,1857,8,   17.31,0,UDL986,,3,379,192,UDL986015,372,92
0,264,,3400,1710,7,   19.23,0,UDL986,95,2,947,156,UDL986014,269,13
26,315,,2926,2281,6,   19.23,1,UDL986,,2,713,157,UDL986014,319,131
4,205,,3868,1573,16,   14.42,1,UDL986,,3,432,199,UDL986014,215,13
0,194,,3450,1369,6,   21.15,0,UDL986,,2,201,135,UDL986013,203,113
0,448,,4875,2822,2,   24.04,0,UDL986,,2,4492,142,UDL986013,467,111
0,263,,2424,883,8,   19.23,0,UDL986,,2,711,145,UDL986013,266,111
0,438,,3487,2450,6,   19.23,0,UDL986,,2,1364,143,UDL986013,443,25
0,290,,2915,1873,6,   19.23,0,UDL986,,2,1062,154,UDL986013,304,251
28,190,,2452,1056,6,   19.23,1,UDL986,,2,668,182,UDL986013,205,131
12,415,,3557,2239,6,   17.31,1,UDL986,,3,1986,197,UDL986013,430,131
0,261,,2875,1533,6,   11.54,0,UDL986,,2,1129,152,UDL986011,280,13
296,388,,4793,1952,11,   21.15,1,UDL986,P814,2,3746,168,UDL986011,404,131
329,192,,3524,1350,6,   18.27,2,UDL986,65,3,308,181,UDL986011,195,13
2162,473,,6042,2830,8,   19.23,2,UDL986,52,3,5093,201,UDL986011,512,92
0,344,,3880,3143,6,   17.31,0,UDL986,5,3,962,163,UDL986010,349,131
0,319,,4012,2039,7,   19.23,0,UDL986,,3,1382,129,UDL986009,323,251
0,343,,3460,1967,9,   19.23,0,UDL986,112,2,465,147,UDL986009,344,25
63,359,,4009,2031,7,   20.19,2,UDL986,,3,764,169,UDL986009,360,113
0,294,,2948,1940,7,   19.23,0,UDL986,111,3,602,166,UDL986007,304,113
0,343,,2374,1821,7,   19.23,0,UDL986,,2,959,157,UDL986007,345,251
0,233,,2446,1417,6,   19.23,0,UDL986,,2,1089,171,UDL986007,241,113
9,421,,4842,3330,7,   21.15,1,UDL986,,2,2249,193,UDL986007,434,113
59,103,,1505,843,0,    5.72,2,UDL986,,0,1428,93,UDL986006,105,
68,100,,2773,999,0,    5.72,6,UDL986,,,805,105,UDL986006,105,
234,104,,2901,978,0,    5.72,9,UDL986,,,1184,106,UDL986006,115,
93,103,,1428,814,0,    5.72,4,UDL986,,10,890,131,UDL986006,110,92
107,97,,2380,914,0,    5.72,3,UDL986,112,2,1149,131,UDL986006,107,113
89,90,,1381,777,0,    5.72,2,UDL986,21,2,1345,127,UDL986006,92,112
60,144,,2559,1249,0,    5.72,2,UDL986,112,2,1802,130,UDL986006,147,113
58,100,,2306,795,0,    5.72,2,UDL986,113,2,1192,129,UDL986006,102,112
68,108,,2394,936,0,    5.72,3,UDL986,112,2,1565,131,UDL986006,112,113
131,98,,1236,836,0,    5.72,3,UDL986,,2,1128,122,UDL986006,101,112
68,98,,1708,863,0,    5.72,4,UDL986,,2,1200,122,UDL986006,99,112
50,95,,426,425,0,    5.72,3,UDL986,,,414,124,UDL986006,96,112
392,108,,3233,1005,0,    5.72,8,UDL986,,3,2449,121,UDL986006,117,113
200,107,,3259,1161,0,    5.72,9,UDL986,,3,1389,175,UDL986006,151,21
1271,99,,2498,1163,0,    5.72,7,UDL986,113,2,1290,182,UDL986006,138,112
648,99,,1389,1130,0,    5.72,7,UDL986,,2,1267,181,UDL986006,143,112
398,85,,657,577,0,    5.72,6,UDL986,,2,582,169,UDL986006,89,112
987,92,,1138,947,0,    5.72,6,UDL986,,2,1107,171,UDL986006,95,113
215,101,,2055,1644,0,    5.72,11,UDL986,,,1928,192,UDL986006,143,112
814,94,,1213,1296,0,    5.72,10,UDL986,,,1313,193,UDL986006,99,112
1809,98,,2023,1642,0,    5.72,8,UDL986,,,1647,181,UDL986006,141,112
678,95,,873,794,0,    5.72,9,UDL986,,,868,181,UDL986006,102,112
0,273,,3965,1598,7,   19.23,0,UDL986,94,2,2349,135,UDL986005,293,131
0,215,,2400,1170,6,   17.31,0,UDL986,,3,506,171,UDL986005,218,13
0,399,,3390,2004,6,   15.38,0,UDL986,,3,1042,184,UDL986005,403,111
7,361,,3885,2117,6,   18.27,1,UDL986,,2,537,186,UDL986005,373,13
9,485,,3926,3072,6,   18.27,1,UDL986,,2,1533,190,UDL986005,496,13
25,405,,4020,2899,7,   17.31,1,UDL986,,3,693,193,UDL986005,411,
60,580,,6620,4725,6,   17.31,2,UDL986,,3,3158,196,UDL986005,589,131
39,355,,6669,2864,7,   11.54,1,UDL986,,3,928,191,UDL986005,362,911
0,188,,3062,1244,6,   12.45,0,UDL986,,3,428,138,UDL986004,193,111
0,218,,4940,1498,8,   19.23,0,UDL986,,2,550,127,UDL986003,224,92
0,359,,3990,1905,6,   14.42,0,UDL986,,3,1869,136,UDL986003,382,92
500,370,,3422,2570,6,   24.04,1,UDL986,,2,1528,133,UDL986003,380,92
4628,235,,5528,3686,4,   24.04,2,UDL986,2334,3,2887,140,UDL986003,238,92
0,223,,2964,1269,7,   11.54,0,UDL986,,3,1383,162,UDL986003,235,92
0,204,,2953,1250,7,   11.54,0,UDL986,,3,863,162,UDL986003,228,92
0,231,,2965,1602,7,   11.54,0,UDL986,,2,1913,167,UDL986003,295,92
0,260,,3965,1816,7,   11.54,0,UDL986,,2,2545,167,UDL986003,292,92
6,213,,2190,1148,15,   19.23,1,UDL986,,2,2096,179,UDL986003,243,92
20,243,,4235,1596,8,   21.15,1,UDL986,,3,2204,182,UDL986003,275,92
1,370,,3909,2062,10,   19.23,1,UDL986,,2,2023,140,UDL986002,387,111
12,391,,4977,2244,9,   19.23,1,UDL986,,3,1411,195,UDL986002,399,113
37,412,,3337,2261,6,   18.27,1,UDL986,,2,1014,201,UDL986002,431,113
4047,560,,7902,3879,11,   17.31,2,UDL986,,3,4840,153,UDL986001,572,131
0,153,,2976,1240,6,   14.42,0,UDL986,,3,708,157,UDL986001,157,13
13,142,,2013,868,6,   15.38,1,UDL986,,3,325,185,UDL986001,147,131
22,227,,4081,1775,6,   17.31,1,UDL986,,2,1215,184,UDL986001,237,131
5663,597,,9488,3405,11,   17.31,5,UDL986,,2,6073,202,UDL986001,610,13
415,196,13,815,474,6,   17.79,5,UDL984,119,3,724,196,UDL984040,209,95
0,274,,2032,1155,6,   16.83,0,UDL984,,3,235,187,UDL984039,280,112
50,90,,344,258,7,   23.08,1,UDL984,,3,90,96,UDL984036,95,25
0,57,,308,169,6,   23.08,0,UDL984,,3,89,168,UDL984035,62,17
0,70,,330,193,6,   27.40,0,UDL984,13,3,217,184,UDL984034,75,25
0,100,,350,228,7,   15.87,0,UDL984,,3,123,65,UDL984033,100,112
0,83,,350,243,6,   15.87,0,UDL984,,2,251,201,UDL984033,92,71
290,117,,295,224,7,   23.08,4,UDL984,,3,101,75,UDL984029,120,251
0,55,,200,137,7,   13.94,0,UDL984,,3,19,78,UDL984029,56,13
0,82,,500,266,6,   17.31,0,UDL984,,3,203,110,UDL984029,90,96
0,81,,507,327,6,   17.31,0,UDL984,,3,319,112,UDL984029,90,111
0,104,,376,306,6,   23.08,0,UDL984,,3,136,190,UDL984028,106,13
15,114,,415,325,7,   17.79,1,UDL984,,3,151,85,UDL984022,119,111
0,299,,3050,1489,6,   13.46,0,UDL984,,3,778,137,UDL984022,307,971
0,291,,2034,1427,6,   17.79,0,UDL984,,3,554,148,UDL984022,294,112
0,108,,2032,775,6,   17.79,0,UDL984,,3,130,155,UDL984022,113,112
0,104,,1030,541,7,   17.31,0,UDL984,,3,79,178,UDL984022,106,111
63,103,,341,231,7,   11.54,2,UDL984,,3,113,87,UDL984016,109,111
0,49,,150,124,7,   11.54,0,UDL984,,3,43,95,UDL984016,53,14
100,69,,230,143,6,   11.54,2,UDL984,,3,63,150,UDL984016,73,14
0,105,,700,378,6,   12.02,0,UDL984,,3,117,169,UDL984016,111,14
0,44,,170,141,6,   11.54,0,UDL984,,2,59,203,UDL984016,47,14
0,1,,140,140,0,    8.65,0,UDL984,,,-47,150,UDL984009,1,
75,2,,85,15,0,   14.42,5,UDL984,,,69,152,UDL984008,8,13
0,49,,1010,410,6,   16.63,0,UDL982,13,3,22,168,UDL982007,52,96
0,125,,2616,966,6,   18.99,0,UDL982,,2,203,159,UDL982006,136,15
1725,188,,1744,718,0,   18.99,1,UDL982,,2,343,188,UDL982006,198,15
543,148,,2475,871,6,   18.99,1,UDL982,,2,190,159,UDL982004,165,15
0,52,,700,269,7,    9.62,0,UDL981,,3,56,78,UDL981016,54,112
0,52,,700,281,7,   10.58,0,UDL981,,3,95,78,UDL981016,56,112
0,59,,695,282,7,   10.58,0,UDL981,,3,149,79,UDL981016,62,112
0,50,,700,274,7,    9.62,0,UDL981,,3,84,78,UDL981016,52,14
0,73,,700,320,7,    9.62,0,UDL981,,3,92,97,UDL981016,79,13
0,58,,700,296,7,    9.62,0,UDL981,,3,65,94,UDL981016,61,13
0,68,,700,334,7,    9.62,0,UDL981,,3,104,92,UDL981016,74,13
0,91,,700,348,7,   11.54,0,UDL981,,3,158,96,UDL981016,95,
0,42,,504,182,7,   11.54,0,UDL981,13,3,49,68,UDL981015,43,73
0,29,,510,163,7,   11.54,0,UDL981,,3,47,95,UDL981015,29,73
0,30,,400,162,6,   11.54,0,UDL981,13,3,45,126,UDL981015,31,73
0,30,,337,160,6,   11.54,0,UDL981,13,3,109,145,UDL981015,31,73
0,45,,400,155,6,   28.85,0,UDL981,,3,26,113,UDL981014,45,14
0,64,,500,257,6,   12.50,0,UDL981,,3,132,125,UDL981012,71,7
0,50,,300,215,6,   14.42,0,UDL981,,3,116,177,UDL981012,54,23
0,61,,500,274,6,   16.35,0,UDL981,,3,206,179,UDL981012,69,13
0,60,,300,188,6,   19.23,0,UDL981,,2,111,180,UDL981012,66,96
0,75,,500,275,6,   13.46,0,UDL981,13,3,127,184,UDL981012,79,24
0,39,,300,127,7,   13.46,0,UDL981,,3,35,86,UDL981011,40,13
0,77,,550,293,7,   16.35,0,UDL981,,3,159,98,UDL981011,82,13
0,74,,450,253,7,   14.42,0,UDL981,,3,120,98,UDL981011,76,13
0,58,,357,210,6,    7.69,0,UDL981,,3,88,128,UDL981011,63,13
0,61,,450,236,6,   21.15,0,UDL981,,3,170,138,UDL981011,69,13
0,71,,600,356,6,    9.62,0,UDL981,,3,322,157,UDL981011,82,7
0,5,,8,16,0,    8.65,0,UDL981,,,31,177,UDL981011,7,7
75,45,,163,105,7,   14.42,1,UDL981,,2,46,131,UDL981010,50,72
0,74,,500,452,6,   12.50,0,UDL981,,3,207,133,UDL981010,141,14
0,96,,400,308,6,   24.04,0,UDL981,,2,247,191,UDL981010,106,14
400,53,,800,343,6,   14.42,1,UDL981,,3,132,185,UDL981009,55,13
0,49,,600,253,5,   12.50,0,UDL981,,3,63,179,UDL981009,52,3
0,51,,600,267,6,   12.50,0,UDL981,,3,140,194,UDL981009,62,371
0,25,,150,67,7,   14.42,0,UDL981,7,3,20,60,UDL981007,25,131
0,31,,150,78,7,   14.42,0,UDL981,7,3,22,78,UDL981007,33,131
0,23,,150,73,7,   14.42,0,UDL981,7,3,21,95,UDL981007,23,13
0,18,,150,62,6,   14.42,0,UDL981,7,3,23,102,UDL981007,19,13
0,19,,150,64,6,   14.42,0,UDL981,7,3,21,119,UDL981007,19,13
0,22,,150,74,6,   14.42,0,UDL981,7,3,31,136,UDL981007,23,13
0,22,,150,80,6,   14.42,0,UDL981,131,3,22,154,UDL981007,23,7
0,22,,150,95,5,   14.42,0,UDL981,13,3,25,171,UDL981007,23,7
0,21,,100,50,6,   14.42,0,UDL981,,2,18,188,UDL981007,21,13
0,67,,500,257,6,   12.50,0,UDL981,,3,137,113,UDL981005,75,14
570,111,,970,384,9,   21.15,4,UDL981,,2,814,108,UDL981003,123,13
0,42,,400,176,7,   24.04,0,UDL981,,3,89,77,UDL981002,45,73
0,55,,350,180,7,   24.04,0,UDL981,,3,42,95,UDL981002,58,72
0,60,,350,195,7,   30.77,0,UDL981,,3,80,85,UDL981002,64,74
551,104,,951,335,7,   25.96,3,UDL981,,3,542,102,UDL981002,112,13
0,36,,100,75,6,   14.42,0,UDL981,,3,34,113,UDL981002,38,7
0,52,,250,143,6,   19.23,0,UDL981,,3,31,137,UDL981002,54,72
0,74,,500,332,6,   38.46,0,UDL981,,2,172,144,UDL981002,86,73
0,57,,200,142,6,   57.69,0,UDL981,,2,50,148,UDL981002,60,7
0,67,,400,218,6,   19.23,0,UDL981,,3,123,158,UDL981002,74,74
0,46,,150,98,6,   24.04,0,UDL981,,3,21,162,UDL981002,50,119
0,38,,200,107,6,   19.23,0,UDL981,,3,12,161,UDL981002,39,7
0,43,,200,117,6,   21.15,0,UDL981,,3,83,190,UDL981002,47,7
0,42,,150,102,6,   17.31,0,UDL981,,3,23,179,UDL981002,43,7
0,72,,200,162,6,   19.23,0,UDL981,,2,169,188,UDL981002,78,74
0,74,,500,247,7,   24.04,0,UDL981,,3,105,60,UDL981001,75,74
13,45,,313,100,6,   19.23,3,UDL977,,3,50,114,UDL977010,48,111
8,43,,258,131,6,   11.54,2,UDL977,,3,19,148,UDL977009,47,17
20,48,,370,120,7,   11.54,3,UDL977,,3,20,77,UDL977008,48,111
15,39,,315,104,6,   14.42,3,UDL977,,3,28,100,UDL977008,43,14
13,37,,234,101,12,   12.98,3,UDL977,,3,36,159,UDL977008,39,14
3,43,,178,102,7,   23.08,1,UDL977,,3,60,61,UDL977007,43,17
13,74,,351,196,7,   15.38,2,UDL977,,3,137,95,UDL977007,81,131
0,56,,325,173,6,   14.42,0,UDL977,,3,103,111,UDL977007,57,131
7,54,,207,121,6,   18.75,2,UDL977,,3,115,118,UDL977007,57,13
0,44,,196,119,6,   22.12,0,UDL977,13,3,81,126,UDL977007,49,14
37,61,,369,190,6,   14.42,4,UDL977,14,3,94,187,UDL977007,66,131
38,50,,318,117,7,   11.54,3,UDL977,,3,71,55,UDL977005,50,111
302,74,,582,188,7,   14.42,5,UDL977,,3,329,63,UDL977005,76,111
241,35,,321,148,7,   10.58,4,UDL977,,3,31,80,UDL977005,36,111
44,48,,344,283,6,   11.54,3,UDL977,,3,116,90,UDL977005,51,112
13,43,,373,162,6,   14.42,3,UDL977,,3,102,112,UDL977005,43,111
10,58,,230,159,7,   11.54,3,UDL977,,3,41,137,UDL977005,65,111
8,51,,358,188,6,   14.42,3,UDL977,,3,85,168,UDL977005,62,111
12,41,,312,147,6,   12.50,3,UDL977,,3,27,176,UDL977005,44,111
8,44,,258,136,7,    8.65,2,UDL977,,3,25,99,UDL977002,47,14
709,147,,1059,462,6,   19.23,8,UDL977,,3,441,131,UDL977002,153,14
5,48,,205,156,6,   11.54,1,UDL977,,3,47,154,UDL977002,51,14
100,234,,599,475,7,   52.84,1,UDL974,,2,203,55,UDL974001,237,112
4,387,,2651,1560,4,   19.18,1,UDL974,,3,681,58,UDL974001,393,112
12,443,,3242,2231,13,   21.11,2,UDL974,,3,1787,59,UDL974001,445,112
33,379,,2736,1793,8,   13.41,2,UDL974,11,3,620,60,UDL974001,380,10
13,372,361,2523,1461,11,   16.30,2,UDL974,131,3,646,64,UDL974001,376,112
20,381,,2766,1930,11,   21.11,2,UDL974,112,3,1039,65,UDL974001,384,11
6,190,,546,434,7,   52.88,1,UDL974,,2,273,79,UDL974001,198,112
14,406,,2591,1592,13,   16.30,2,UDL974,,3,1552,80,UDL974001,419,112
3224,538,,6606,2340,10,   17.26,6,UDL974,,3,5494,84,UDL974001,580,111
39,375,,2631,1606,9,   22.07,3,UDL974,,3,872,85,UDL974001,387,112
1198,448,,4114,1964,14,   17.26,5,UDL974,,3,2923,91,UDL974001,471,112
1148,569,,5876,3642,16,   21.11,5,UDL974,,3,3555,94,UDL974001,604,112
26,388,,3715,1886,14,   16.30,3,UDL974,,3,1711,96,UDL974001,405,118
120,432,,3600,2139,14,   20.14,4,UDL974,,3,2364,99,UDL974001,475,112
622,432,,3549,1929,10,   16.30,5,UDL974,,3,2110,101,UDL974001,463,112
169,213,,661,479,7,   72.12,3,UDL974,,3,498,107,UDL974001,231,112
31,338,,2791,1703,7,   17.26,3,UDL974,,3,1041,108,UDL974001,352,112
16,359,,2458,1644,7,   18.22,2,UDL974,,3,1416,110,UDL974001,385,112
36,364,,2864,1600,13,   18.22,3,UDL974,,3,1648,111,UDL974001,393,112
0,164,,2557,1100,5,   22.07,0,UDL974,,3,325,112,UDL974001,170,112
480,396,,5030,3290,15,   22.07,3,UDL974,,3,1369,114,UDL974001,418,112
2359,371,,2939,1812,16,   22.07,4,UDL974,,3,1390,118,UDL974001,389,112
1585,427,,4862,2153,13,   22.07,4,UDL974,,3,3313,119,UDL974001,466,112
22,337,,3035,1701,11,   18.22,1,UDL974,,3,1470,120,UDL974001,371,112
11,318,,2786,1398,7,   18.22,3,UDL974,,3,1260,132,UDL974001,353,112
18,298,,2464,1491,7,   16.30,3,UDL974,,3,732,135,UDL974001,318,119
27,343,,3187,1909,9,   19.18,5,UDL974,,3,1357,142,UDL974001,362,112
34,402,,3892,2353,7,   18.22,5,UDL974,,3,2676,145,UDL974001,459,112
27,408,,4157,2344,7,   21.11,5,UDL974,,3,1201,148,UDL974001,434,112
75,469,,5287,3061,14,   23.03,5,UDL974,,3,3792,150,UDL974001,521,112
2232,401,,5082,2114,8,   16.30,6,UDL974,,3,3852,153,UDL974001,458,112
15,336,,2991,1672,9,   23.03,3,UDL974,,3,681,160,UDL974001,355,112
1633,290,,4192,1506,9,   33.61,7,UDL974,,2,2402,162,UDL974001,369,112
642,358,,3386,1935,23,   28.80,5,UDL974,,3,2179,164,UDL974001,402,112
36,336,,3219,1689,9,   17.26,5,UDL974,,3,651,163,UDL974001,356,112
1154,222,,3656,1224,22,   21.11,3,UDL974,2334,3,3103,167,UDL974001,249,112
23,370,,4929,2952,14,   21.11,3,UDL974,,3,2656,169,UDL974001,418,112
12,299,,2886,1531,8,   16.30,3,UDL974,,3,588,170,UDL974001,320,112
5400,542,,10662,3820,54,   21.11,9,UDL974,,3,9430,167,UDL974001,626,112
1182,351,,4000,1910,10,   18.22,6,UDL974,,3,2832,173,UDL974001,413,112
4,374,,3204,1929,7,   18.22,2,UDL974,,3,2711,184,UDL974001,417,112
6906,506,,11508,2832,21,   28.80,11,UDL974,,3,9457,188,UDL974001,601,112
1153,375,,3993,2183,8,   21.11,9,UDL974,,3,3095,190,UDL974001,430,112
1550,318,,3070,1890,7,   12.45,7,UDL974,,3,1183,193,UDL974001,337,112
1122,344,,4940,2232,11,   20.14,7,UDL974,,3,3805,197,UDL974001,431,112
8337,415,,11440,1896,11,   17.26,12,UDL974,13,2,10140,200,UDL974001,559,119
19,327,,2811,1581,7,   14.38,6,UDL974,,2,913,201,UDL974001,349,113
0,9,,16,10,7,   14.42,0,UDL971,,3,8,72,UDL971017,10,33
0,47,,78,62,7,   19.04,0,UDL971,,3,16,97,UDL971016,48,37
0,29,,98,45,6,   13.46,0,UDL971,131,3,17,170,UDL971016,30,37
0,43,,52,53,6,   16.83,0,UDL971,13,3,46,142,UDL971015,43,33
0,62,,125,109,6,   14.42,0,UDL971,,3,41,191,UDL971014,65,33
400,185,,900,637,8,   20.67,3,UDL970,,2,285,59,UDL970008,185,9
20,160,,1970,986,9,   28.80,1,UDL970,,2,1609,164,UDL970007,183,811
183,68,,269,132,6,   27.88,2,UDL970,72,2,40,192,UDL970006,70,811
0,1,,8,8,0,   32.15,0,UDL970,,,6,2,UDL970003,1,
424,94,,1672,569,10,   23.08,5,UDL970,,2,635,105,UDL970002,112,15
0,72,,672,390,7,   12.02,0,UDL970,,3,94,107,UDL970002,74,15
0,4,,800,441,0,   12.02,0,UDL970,,3,65,154,UDL970002,5,15
0,83,,800,405,7,   12.02,0,UDL970,,3,94,159,UDL970002,91,15
834,2,,914,42,0,   23.08,4,UDL970,,,666,204,UDL970002,4,
40,107,,600,395,6,   23.08,1,UDL970,,2,379,204,UDL970002,122,15
35,5,,1495,1498,0,   23.08,1,UDL970,,2,530,103,UDL970001,5,15
7,1,,367,360,0,   23.08,1,UDL970,,,263,115,UDL970001,1,
0,52,,1100,460,6,   19.23,0,UDL968,13,3,296,186,UDL968004,55,7
25,116,,445,356,6,   18.27,1,UDL968,,3,432,110,UDL968002,121,119
0,66,,520,264,6,   15.38,0,UDL968,,2,107,127,UDL968002,76,119
0,82,,471,308,6,   18.27,0,UDL968,,3,103,143,UDL968002,89,111
0,182,,480,483,9,   14.42,0,UDL968,,3,176,147,UDL968002,188,112
0,86,,550,336,6,   13.46,0,UDL968,,3,214,158,UDL968002,94,112
150,171,,625,501,10,   19.23,1,UDL968,,3,379,162,UDL968002,184,111
0,111,,900,452,7,   14.42,0,UDL968,,3,306,186,UDL968002,122,13
38,96,,1533,980,0,    5.72,1,UDL967,,,1450,78,UDL967013,97,112
1887,104,,2195,1195,0,    5.72,5,UDL967,,2,1144,79,UDL967013,154,113
0,174,,1046,600,8,   23.03,0,UDL967,,2,244,80,UDL967008,181,113
0,267,,1954,1124,9,   19.18,0,UDL967,,3,245,85,UDL967008,271,113
0,241,,1540,851,6,   27.84,0,UDL967,113,2,772,118,UDL967008,250,112
0,274,,2060,1313,6,   23.03,0,UDL967,112,2,880,163,UDL967008,288,113
414,253,,1950,1098,6,   23.03,1,UDL967,,2,840,187,UDL967008,275,113
0,1,,23,3,0,    5.72,0,UDL967,,,10,165,UDL967006,2,
0,97,,1018,498,7,   20.14,0,UDL967,116,3,717,134,UDL967001,145,112
0,116,,1025,357,7,   18.22,0,UDL967,116,3,748,135,UDL967001,170,112
1004,257,,1981,726,8,   18.22,2,UDL967,,3,1667,140,UDL967001,312,112
0,202,,990,677,7,   21.11,0,UDL967,,3,453,57,UDL967001,204,114
0,193,,891,675,9,   20.14,0,UDL967,,3,365,63,UDL967001,195,114
0,198,,1152,777,6,   19.18,0,UDL967,,3,511,117,UDL967001,210,112
0,332,21,5832,3956,8,   18.22,0,UDL967,116,3,4769,134,UDL967001,371,112
0,299,,902,895,6,   18.22,0,UDL967,116,3,147,146,UDL967001,306,112
0,409,,7950,6230,8,   18.22,0,UDL967,116,3,5729,161,UDL967001,448,112
0,177,,950,691,6,   18.22,0,UDL967,116,3,685,166,UDL967001,192,112
0,218,,952,781,6,   18.22,0,UDL967,116,3,303,169,UDL967001,224,112
0,135,,952,565,6,   18.22,0,UDL967,112,3,137,184,UDL967001,143,116
30,236,,1203,920,6,   20.14,1,UDL967,,3,1037,204,UDL967001,251,116
0,191,,868,719,6,   20.14,0,UDL967,,3,182,115,UDL967001,195,116
0,202,,951,778,6,   18.22,0,UDL967,,3,202,200,UDL967001,206,116
0,36,,150,157,7,   17.31,0,UDL961,,3,35,82,UDL961004,37,14
150,9,,200,9,7,   14.42,1,UDL961,,3,45,66,UDL961003,9,13
150,1,,200,150,0,   14.42,1,UDL961,,3,90,91,UDL961003,1,13
150,7,,200,156,6,   14.42,1,UDL961,,3,42,83,UDL961003,7,13
149,13,,199,166,6,   14.42,1,UDL961,,3,63,121,UDL961003,13,13
150,8,,200,157,6,   14.42,1,UDL961,,3,27,114,UDL961003,8,13
150,8,,200,18,6,   14.42,1,UDL961,,3,41,126,UDL961003,8,13
150,10,,200,14,6,   14.42,1,UDL961,,3,54,145,UDL961003,10,13
150,15,,200,172,6,   14.42,1,UDL961,,3,33,174,UDL961003,15,13
150,15,,202,170,6,   14.42,1,UDL961,,3,46,185,UDL961003,15,13
150,17,,200,30,6,   14.42,1,UDL961,,2,46,198,UDL961003,17,13
300,193,,1800,1050,7,   18.27,1,UDL961,13,3,415,97,UDL961002,198,119
500,92,,1500,447,6,   17.31,1,UDL961,,3,293,135,UDL961002,102,33
50,106,,960,347,7,   11.54,1,UDL961,,2,72,71,UDL961001,107,18
500,126,,1800,655,7,   18.27,2,UDL961,,2,226,78,UDL961001,128,1111
150,44,,300,271,7,   17.31,1,UDL961,,3,103,77,UDL961001,45,11
497,47,,697,606,7,   17.31,1,UDL961,,3,352,81,UDL961001,48,11
900,234,,1900,1865,9,   18.27,1,UDL961,,3,1183,81,UDL961001,243,111
500,121,,1700,1031,6,   18.75,1,UDL961,,2,343,113,UDL961001,125,111
460,131,,860,366,8,   17.31,2,UDL961,,3,357,123,UDL961001,133,111
150,32,,250,213,6,   14.42,1,UDL961,,3,44,138,UDL961001,34,131
200,49,,400,293,6,   19.23,1,UDL961,,3,43,144,UDL961001,52,111
300,70,,1800,651,6,   18.27,1,UDL961,,3,173,161,UDL961001,75,13
0,42,,900,382,6,   18.27,0,UDL961,,3,42,161,UDL961001,45,111
0,60,,400,244,6,   19.23,0,UDL961,,3,50,183,UDL961001,63,111
533,77,,917,234,6,   18.27,3,UDL961,,3,125,201,UDL961001,83,111
0,119,,1820,758,6,   15.38,0,UDL961,,3,75,199,UDL961001,124,13
22,117,,922,450,6,   19.23,2,UDL961,,,110,204,UDL961001,122,111
25,121,,925,461,6,   18.27,2,UDL961,,,122,201,UDL961001,125,111
0,36,,210,119,6,   11.54,0,UDL960,,3,25,113,UDL960007,36,14
0,27,,160,86,6,   11.54,0,UDL960,,3,14,118,UDL960007,28,14
0,38,,216,117,6,   14.42,0,UDL960,,3,30,106,UDL960006,38,111
225,57,,450,228,7,   13.46,1,UDL960,,3,195,75,UDL960005,58,111
0,35,,208,97,6,   14.42,0,UDL960,,3,17,99,UDL960005,35,111
446,52,,606,175,7,   12.50,2,UDL960,,3,557,157,UDL960005,60,111
0,33,,180,102,7,   12.50,0,UDL960,,3,47,161,UDL960005,35,111
0,56,,288,213,6,   19.23,0,UDL960,,2,42,194,UDL960005,59,111
0,38,,140,94,7,   10.00,0,UDL960,,3,42,161,UDL960004,39,13
0,39,,260,142,7,   11.54,0,UDL960,,3,64,56,UDL960001,39,14
0,37,,225,94,8,   11.54,0,UDL960,,3,15,84,UDL960001,40,14
0,48,,201,149,6,   12.50,0,UDL960,,3,106,100,UDL960001,49,111
90,41,,270,194,6,   11.54,1,UDL960,,3,139,136,UDL960001,44,14
0,34,,235,96,6,   12.50,0,UDL960,,3,16,145,UDL960001,37,14
100,24,,300,82,6,   12.50,1,UDL960,,3,9,157,UDL960001,26,14
0,43,,180,103,6,   11.54,0,UDL960,,3,77,179,UDL960001,46,14
0,67,,340,230,6,   17.50,0,UDL960,,3,76,156,UDL960001,68,14
1206,117,,2043,331,6,   33.65,6,UDL956,,3,167,139,UDL956011,121,14
11,192,,1226,659,10,   16.35,3,UDL956,,3,149,93,UDL956010,196,112
1,152,,1030,614,0,   15.38,1,UDL956,,3,123,109,UDL956010,154,111
5,252,,1008,761,7,   13.46,2,UDL956,,3,670,128,UDL956010,266,112
8,230,,978,745,6,   15.38,3,UDL956,,3,277,151,UDL956010,238,112
8,192,,1043,708,7,   14.42,3,UDL956,,3,280,151,UDL956010,198,112
11,176,,1033,656,6,   14.42,3,UDL956,,3,215,162,UDL956010,181,112
114,195,,3239,1208,6,   14.42,3,UDL956,,3,161,183,UDL956010,202,113
12,198,,1018,659,6,   15.38,2,UDL956,,3,144,106,UDL956008,208,111
17,220,,1163,658,8,   21.15,1,UDL956,,2,363,56,UDL956007,221,126
651,280,,1643,741,8,   16.35,2,UDL956,,3,829,60,UDL956007,283,126
